,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3172,6845,0.463,765,2055,0.372,2407,4790,0.503,1520,2004,0.758,928,2601,3529,1563,688,374,1258,1798,8629
1,Team/G,,240.9,38.7,83.5,0.463,9.3,25.1,0.372,29.4,58.4,0.503,18.5,24.4,0.758,11.3,31.7,43.0,19.1,8.4,4.6,15.3,21.9,105.2
2,Lg Rank,,25,10,12,8.0,6,4,8.0,21,25,7.0,9,9,16.0,14,16,13,29,7,17,26,23,7
3,Year/Year,,-0.3%,3.6%,-1.0%,0.021,59.4%,41.2%,0.042,-6.7%,-12.3%,0.03,26.4%,23.9%,0.015,-3.2%,6.0%,3.4%,-15.7%,4.4%,-13.8%,-1.6%,6.5%,10.6%
4,Opponent,82.0,19755,3118,6840,0.456,556,1632,0.341,2562,5208,0.492,1621,2115,0.766,926,2586,3512,1664,613,332,1258,1749,8413
5,Opponent/G,,240.9,38.0,83.4,0.456,6.8,19.9,0.341,31.2,63.5,0.492,19.8,25.8,0.766,11.3,31.5,42.8,20.3,7.5,4.0,15.3,21.3,102.6
6,Lg Rank,,25,19,17,14.0,6,8,2.0,24,22,16.0,27,26,28.0,22,12,16,5,12,8,8,8,21
7,Year/Year,,-0.3%,-2.0%,1.0%,-0.014,-2.1%,11.5%,-0.047,-2.0%,-1.9%,-0.001,15.4%,14.0%,0.009,-3.3%,-0.5%,-1.2%,-11.0%,-10.4%,-21.1%,0.0%,15.8%,0.9%
