,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,47,35,46,36,1.57,0.18,1.75,105.3,103.6,91.7,0.332,0.131,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,STAPLES Center,712409
1,Lg Rank,9,22,11,11,11.0,5.0,9.0,18.0,8.0,10.0,17.0,29.0,18.0,17.0,25.0,9.0,5.0,30.0,3.0,11.0,,13
