,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,44,38,42,40,0.4,-0.48,-0.08,104.8,104.4,92.6,0.244,0.286,0.517,14.2,22.2,0.174,0.496,14.2,73.6,0.181,Philips Arena,620146
1,Lg Rank,14,17,13,13,13.0,25.0,15.0,18.0,10.0,12.0,25.0,4.0,6.0,24.0,27.0,26.0,16.0,10.0,13.0,4.0,,26
