,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,13,Syracuse
1,31,Ron Baker,SG,6-4,220,"March 30, 1993",United States,R,Wichita State
2,14,Willy Hernangomez,C,6-11,250,"May 27, 1994",Spain,R,
3,8,Justin Holiday,SG,6-6,180,"April 5, 1989",United States,3,Washington
4,3,Brandon Jennings,PG,6-1,170,"September 23, 1989",United States,7,
5,91,Mindaugas Kuzminskas,SF,6-9,215,"October 19, 1989",Lithuania,R,
6,5,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,8,Western Kentucky
7,2,Maurice Ndour,PF,6-9,200,"June 18, 1992",Senegal,R,Ohio University
8,13,Joakim Noah,C,6-11,230,"February 25, 1985",United States,9,Florida
9,9,Kyle O'Quinn,C,6-9,250,"March 26, 1990",United States,4,Norfolk State
10,40,Marshall Plumlee,C,7-0,250,"July 14, 1992",United States,R,Duke
11,6,Kristaps Porzingis,PF,7-3,240,"August 2, 1995",Latvia,1,
12,4,Chasson Randle,PG,6-2,185,"February 5, 1993",United States,R,Stanford
13,25,Derrick Rose,PG,6-2,200,"October 4, 1988",United States,7,Memphis
14,42,Lance Thomas,PF,6-8,240,"April 24, 1988",United States,5,Duke
15,18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",Slovenia,9,
