,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Andris Biedrins,C,6-11,240,"April 2, 1986",Latvia,R,
1,11,Zarko Cabarkapa,PF,6-11,235,"May 21, 1981",Serbia,1,
2,40,Calbert Cheaney,SG,6-7,209,"July 17, 1971",United States,11,Indiana
3,10,Speedy Claxton,PG,5-11,166,"May 8, 1978",United States,3,Hofstra
4,5,Baron Davis,PG,6-3,209,"April 13, 1979",United States,5,UCLA
5,32,Dale Davis,C,6-11,230,"March 25, 1969",United States,13,Clemson
6,34,Mike Dunleavy,SF,6-9,230,"September 15, 1980",United States,2,Duke
7,4,Derek Fisher,PG,6-1,200,"August 9, 1974",United States,8,Little Rock
8,6,Luis Flores,PG,6-2,200,"April 11, 1981",Dominican Republic,R,"Rutgers University, Manhattan College"
9,31,Adonal Foyle,C,6-10,250,"March 9, 1975",St. Vincent & Grenadines,7,Colgate
10,1,Troy Murphy,PF,6-11,245,"May 2, 1980",United States,3,Notre Dame
11,21,Eduardo Najera,PF,6-8,240,"July 11, 1976",Mexico,4,Oklahoma
12,2,Mickael Pietrus,SF,6-6,215,"February 7, 1982",Guadeloupe,1,
13,23,Jason Richardson,SG,6-6,220,"January 20, 1981",United States,3,Michigan State
14,3,Clifford Robinson,C,6-10,225,"December 16, 1966",United States,15,UConn
15,5,Ansu Sesay,SF,6-9,225,"July 29, 1976",United States,3,Ole Miss
16,20,Nikoloz Tskitishvili,PF,7-0,225,"April 14, 1983",Georgia,2,
17,3,Rodney White,SF,6-9,238,"June 28, 1980",United States,3,UNC Charlotte
