,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,28,Tarik Black,C,6-9,250,"November 22, 1991",United States,R,"Memphis, Kansas"
1,12,Vander Blue,SG,6-4,200,"July 17, 1992",United States,1,Marquette
2,5,Carlos Boozer,PF,6-9,258,"November 20, 1981",Germany,12,Duke
3,15,Jabari Brown,SG,6-4,215,"December 18, 1992",United States,R,"Oregon, Missouri"
4,24,Kobe Bryant,SG,6-6,212,"August 23, 1978",United States,18,
5,20,Dwight Buycks,PG,6-3,190,"March 6, 1989",United States,1,Marquette
6,6,Jordan Clarkson,PG,6-4,194,"June 7, 1992",United States,R,"Tulsa, Missouri"
7,21,Ed Davis,PF,6-9,218,"June 5, 1989",United States,4,UNC
8,2,Wayne Ellington,SG,6-4,207,"November 29, 1987",United States,5,UNC
9,7,Xavier Henry,SF,6-6,220,"March 15, 1991",Belgium,4,Kansas
10,27,Jordan Hill,C,6-10,235,"July 27, 1987",United States,5,Arizona
11,11,Wesley Johnson,SF,6-7,215,"July 11, 1987",United States,4,"Iowa State, Syracuse"
12,4,Ryan Kelly,PF,6-11,230,"April 9, 1991",United States,1,Duke
13,17,Jeremy Lin,PG,6-3,200,"August 23, 1988",United States,4,Harvard University
14,9,Ronnie Price,PG,6-2,190,"June 21, 1983",United States,9,"Nicholls State, Utah Valley"
15,30,Julius Randle,PF,6-8,250,"November 29, 1994",United States,R,Kentucky
16,50,Robert Sacre,C,7-0,270,"June 6, 1989",United States,2,Gonzaga
17,0,Nick Young,SG,6-7,210,"June 1, 1985",United States,7,USC
