,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3.0,CJ McCollum,SG,6-3,190,"September 19, 1991",us,8,Lehigh
1,0.0,Damian Lillard,PG,6-2,195,"July 15, 1990",us,9,Weber State
2,27.0,Jusuf Nurkic,C,6-11,290,"August 23, 1994",ba,7,
3,24.0,Norman Powell,SF,6-3,215,"May 25, 1993",us,6,UCLA
4,1.0,Anfernee Simons,SG,6-3,181,"June 8, 1999",us,3,
5,33.0,Robert Covington,PF,6-7,209,"December 14, 1990",us,8,Tennessee State
6,9.0,Nassir Little,PF,6-5,220,"February 11, 2000",us,2,UNC
7,40.0,Cody Zeller,C,6-11,240,"October 5, 1992",us,8,Indiana
8,11.0,Larry Nance Jr,PF,6-7,245,"January 1, 1993",us,6,Wyoming
9,,Tony Snell,SG,6-6,213,"November 10, 1991",us,8,New Mexico
10,,Greg Brown III,F,6-9,205,"September 1, 2001",us,R,Texas
11,,CJ Elleby,SF,6-6,200,"June 16, 2000",us,1,Washington State
12,,Dennis Smith Jr,G,6-2,205,"November 25, 1997",us,4,NC State
13,,Trendon Watford (TW),F,6-9,240,"November 9, 2000",us,R,LSU
14,,Quinn Cook,G,6-1,180,"March 23, 1993",us,5,Duke
15,,Keljin Blevins (TW),SF,6-4,200,"November 24, 1995",us,1,"Southern Miss, Montana State"
16,,Ben McLemore,SG,6-3,195,"February 11, 1993",us,8,Kansas
