,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,61,21,60,22,7.2,-0.06,7.13,111.1,103.5,94.2,0.263,0.281,0.524,12.6,24.0,0.21,0.492,13.5,77.6,0.192,AT&T Center,755347
1,Lg Rank,2,29,2,2,2.0,16.0,2.0,9.0,1.0,27.0,18.0,24.0,10.0,15.0,14.0,18.0,2.0,9.0,6.0,6.0,,13
