,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Will Bynum,PG,6-0,185,"January 4, 1983",United States,3,"Arizona, Georgia Tech"
1,5,Austin Daye,SF,6-11,220,"June 5, 1988",United States,1,Gonzaga
2,7,Ben Gordon,SG,6-3,200,"April 4, 1983",United Kingdom,6,UConn
3,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",United States,11,UConn
4,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",United States,5,Cincinnati
5,1,Tracy McGrady,SG,6-8,210,"May 24, 1979",United States,13,
6,10,Greg Monroe,C,6-11,265,"June 4, 1990",United States,R,Georgetown
7,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",United States,8,Kentucky
8,3,Rodney Stuckey,PG,6-5,210,"April 21, 1986",United States,3,Eastern Washington
9,35,DaJuan Summers,SF,6-8,230,"January 24, 1988",United States,1,Georgetown
10,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",United States,5,UConn
11,6,Ben Wallace,C,6-9,240,"September 10, 1974",United States,14,Virginia Union University
12,9,Chris Wilcox,PF,6-10,221,"September 3, 1982",United States,8,Maryland
