Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016-17,24.0,MIL,NBA,PG,6.0,0.0,16.5,1.3,3.7,0.364,0.2,1.5,0.111,1.2,2.2,0.538,0.386,0.5,0.8,0.6,0.0,2.0,2.0,2.2,0.5,0.7,1.7,1.5,3.3
2017-18,25.0,TOT,NBA,PG,23.0,6.0,9.6,1.3,3.2,0.405,0.3,1.1,0.24,1.0,2.1,0.49,0.446,0.1,0.4,0.333,0.6,1.3,1.9,0.9,0.3,0.1,0.3,1.3,3.0
2017-18,25.0,MIL,NBA,PG,12.0,6.0,8.8,1.1,2.8,0.394,0.2,1.0,0.167,0.9,1.8,0.524,0.424,0.2,0.3,0.667,0.3,1.1,1.4,0.8,0.3,0.1,0.3,1.4,2.5
2017-18,25.0,LAL,NBA,PG,11.0,0.0,10.5,1.5,3.7,0.415,0.4,1.2,0.308,1.2,2.5,0.464,0.463,0.1,0.5,0.167,0.8,1.6,2.5,1.1,0.4,0.2,0.4,1.2,3.5
2018-19,26.0,WAS,NBA,PG,3.0,0.0,5.3,1.7,2.7,0.625,0.3,0.7,0.5,1.3,2.0,0.667,0.688,0.0,0.0,,0.3,0.3,0.7,1.3,1.0,0.3,0.3,0.7,3.7
2019-20,27.0,WAS,NBA,SF,29.0,17.0,14.9,1.7,4.0,0.414,0.4,1.6,0.283,1.2,2.4,0.5,0.47,0.1,0.3,0.5,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9
2020-21,28.0,GSW,NBA,PG,10.0,0.0,4.0,1.0,1.3,0.769,0.2,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.75,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5
2021-22,29.0,GSW,NBA,PG,11.0,0.0,11.7,2.5,3.5,0.692,0.5,0.9,0.5,2.0,2.6,0.759,0.756,0.6,0.9,0.7,0.7,1.5,2.3,0.9,1.2,0.1,0.6,1.6,6.0
Career,,,NBA,,82.0,23.0,11.4,1.6,3.3,0.471,0.3,1.2,0.292,1.2,2.1,0.568,0.522,0.2,0.4,0.556,0.6,1.5,2.1,1.2,0.8,0.2,0.6,1.5,3.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,32.0,17.0,14.0,1.7,3.9,0.427,0.4,1.5,0.292,1.2,2.4,0.513,0.484,0.1,0.3,0.5,0.8,1.7,2.6,1.6,1.1,0.3,0.7,1.8,3.9
2 seasons,,GSW,NBA,,21.0,0.0,8.0,1.8,2.5,0.712,0.3,0.7,0.5,1.4,1.8,0.789,0.779,0.5,0.7,0.714,0.5,1.2,1.7,0.5,0.9,0.1,0.4,1.2,4.3
2 seasons,,MIL,NBA,,18.0,6.0,11.4,1.2,3.1,0.382,0.2,1.2,0.143,1.0,1.9,0.529,0.409,0.3,0.4,0.625,0.2,1.4,1.6,1.2,0.3,0.3,0.7,1.4,2.8
1 season,,LAL,NBA,,11.0,0.0,10.5,1.5,3.7,0.415,0.4,1.2,0.308,1.2,2.5,0.464,0.463,0.1,0.5,0.167,0.8,1.6,2.5,1.1,0.4,0.2,0.4,1.2,3.5
