,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,21,Patrick Beverley,PG,6-1,180,"July 12, 1988",United States,6,Arkansas
1,11,Avery Bradley,SG,6-3,180,"November 26, 1990",United States,8,Texas
2,22,Wilson Chandler,SF,6-8,235,"May 10, 1987",United States,10,DePaul
3,31,Angel Delgado,C,6-10,245,"November 20, 1994",Dominican Republic,R,Seton Hall
4,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,9,
5,2,Shai Gilgeous-Alexander,PG,6-6,180,"July 12, 1998",Canada,R,Kentucky
6,13,Marcin Gortat,C,6-11,240,"February 17, 1984",Poland,11,
7,4,JaMychal Green,PF,6-8,227,"June 21, 1990",United States,4,Alabama
8,5,Montrezl Harrell,C,6-7,240,"January 26, 1994",United States,3,Louisville
9,34,Tobias Harris,PF,6-8,226,"July 15, 1992",United States,7,Tennessee
10,51,Boban Marjanovic,C,7-4,290,"August 15, 1988",Serbia,3,
11,12,Luc Mbah a Moute,PF,6-8,230,"September 9, 1986",Cameroon,10,UCLA
12,15,Johnathan Motley,PF,6-8,230,"May 4, 1995",United States,1,Baylor
13,10,Jerome Robinson,SG,6-4,190,"February 22, 1997",United States,R,Boston College
14,30,Mike Scott,PF,6-7,237,"July 16, 1988",United States,6,Virginia
15,20,Landry Shamet,SG,6-4,190,"March 13, 1997",United States,R,Wichita State
16,17,Garrett Temple,SG,6-5,195,"May 8, 1986",United States,8,LSU
17,4,Milos Teodosic,PG,6-5,196,"March 19, 1987",Serbia,1,
18,0,Sindarius Thornwell,SG,6-4,215,"November 15, 1994",United States,1,South Carolina
19,9,Tyrone Wallace,PG,6-5,198,"June 10, 1994",United States,1,California
20,23,Lou Williams,SG,6-1,175,"October 27, 1986",United States,13,
21,40,Ivica Zubac,C,7-0,240,"March 18, 1997",Bosnia & Herzegovina,2,
