,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,7,Carmelo Anthony,SF,6-7,238,"May 29, 1984",United States,7,Syracuse
1,32,Renaldo Balkman,SF,6-8,208,"July 14, 1984",United States,4,South Carolina
2,4,Chauncey Billups,PG,6-3,202,"September 25, 1976",United States,13,Colorado
3,8,Derrick Brown,SF,6-7,225,"September 8, 1987",United States,1,Xavier
4,25,Anthony Carter,PG,6-1,190,"June 16, 1975",United States,11,Hawaii
5,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",United States,3,DePaul
6,23,Toney Douglas,SG,6-2,195,"March 16, 1986",United States,1,"Auburn, Florida State"
7,2,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,5,UNC
8,6,Landry Fields,SG,6-7,210,"June 27, 1988",United States,R,Stanford
9,8,Danilo Gallinari,PF,6-10,233,"August 8, 1988",Italy,2,
10,9,Jared Jeffries,PF,6-11,230,"November 25, 1981",United States,8,Indiana
11,18,Roger Mason,SG,6-5,200,"September 10, 1980",United States,6,Virginia
12,25,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,R,
13,4,Anthony Randolph,PF,6-10,205,"July 15, 1989",Germany,2,LSU
14,11,Andy Rautins,SG,6-4,190,"November 2, 1986",United States,R,Syracuse
15,1,Amar'e Stoudemire,C,6-10,245,"November 16, 1982",United States,8,
16,14,Ronny Turiaf,C,6-10,249,"January 13, 1983",Martinique,5,Gonzaga
17,5,Henry Walker,SG,6-6,220,"October 9, 1987",United States,2,Kansas State
18,3,Shawne Williams,PF,6-9,225,"February 16, 1986",United States,3,Memphis
19,13,Shelden Williams,PF,6-9,250,"October 21, 1983",United States,4,Duke
