Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020-21,22.0,ORL,NBA,PF,45,1133,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10.0,14.5,0.3,1.0,1.3,0.056,-1.8,0.4,-1.4,0.2
2021-22,23.0,ORL,NBA,PF,4,73,11.0,0.468,0.522,0.261,4.5,14.2,9.5,10.8,2.7,2.5,16.3,18.2,0.0,0.1,0.0,0.014,-2.5,0.7,-1.9,0.0
Career,,,NBA,,49,1206,11.7,0.508,0.441,0.133,3.8,13.2,8.4,13.1,2.1,1.8,10.5,14.7,0.3,1.1,1.3,0.053,-1.8,0.5,-1.4,0.2
