,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,2881,6513,0.442,406,1115,0.364,2475,5398,0.459,1374,1732,0.793,950,2543,3493,1695,608,391,1289,1897,7542
1,Team/G,,242.4,35.1,79.4,0.442,5.0,13.6,0.364,30.2,65.8,0.459,16.8,21.1,0.793,11.6,31.0,42.6,20.7,7.4,4.8,15.7,23.1,92.0
2,Lg Rank,,5,13,17,12.0,18,20,4.0,12,11,16.0,23,27,3.0,19,5,14,16,19,16,21,26,16
3,Year/Year,,0.1%,-2.9%,-3.2%,0.001,-33.0%,-29.5%,-0.019,4.8%,5.0%,-0.001,4.1%,6.9%,-0.021,12.8%,7.0%,8.5%,-5.8%,5.0%,53.3%,12.2%,0.5%,-4.0%
4,Opponent,82.0,19880,2785,6491,0.429,415,1228,0.338,2370,5263,0.45,1678,2198,0.763,950,2444,3394,1676,675,383,1132,1600,7663
5,Opponent/G,,242.4,34.0,79.2,0.429,5.1,15.0,0.338,28.9,64.2,0.45,20.5,26.8,0.763,11.6,29.8,41.4,20.4,8.2,4.7,13.8,19.5,93.5
6,Lg Rank,,5,11,11,8.0,10,15,8.0,11,11,8.0,28,27,23.0,8,10,10,9,22,8,23,27,13
7,Year/Year,,0.1%,-5.9%,0.2%,-0.028,15.9%,16.6%,-0.002,-9.0%,-3.0%,-0.03,-0.8%,0.2%,-0.008,1.6%,-6.5%,-4.3%,-3.2%,7.7%,24.3%,-4.0%,-1.9%,-3.9%
