,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,4,Arron Afflalo,SG,6-5,210,"October 15, 1985",United States,7,UCLA
1,12,LaMarcus Aldridge,PF,6-11,250,"July 19, 1985",United States,8,Texas
2,5,Will Barton,SG,6-6,181,"January 6, 1991",United States,2,Memphis
3,88,Nicolas Batum,SF,6-8,230,"December 14, 1988",France,6,
4,5,Steve Blake,PG,6-3,172,"February 26, 1980",United States,11,Maryland
5,18,Victor Claver,SF,6-9,224,"August 30, 1988",Spain,2,
6,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",United States,1,California
7,10,Tim Frazier,PG,6-0,170,"November 1, 1990",United States,R,Penn State
8,19,Joel Freeland,C,6-10,250,"February 7, 1987",United Kingdom,2,
9,33,Alonzo Gee,SF,6-6,225,"May 29, 1987",United States,5,Alabama
10,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,11,Central Michigan University
11,11,Meyers Leonard,C,7-0,260,"February 27, 1992",United States,2,Illinois
12,0,Damian Lillard,PG,6-2,195,"July 15, 1990",United States,2,Weber State
13,42,Robin Lopez,C,7-0,281,"April 1, 1988",United States,6,Stanford
14,2,Wesley Matthews,SG,6-4,220,"October 14, 1986",United States,5,Marquette
15,3,CJ McCollum,SG,6-3,190,"September 19, 1991",United States,1,Lehigh
16,41,Thomas Robinson,PF,6-10,237,"March 17, 1991",United States,2,Kansas
17,1,Dorell Wright,SF,6-9,205,"December 2, 1985",United States,10,
