,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19905,3004,6737,0.446,560,1477,0.379,2444,5260,0.465,1452,1967,0.738,906,2602,3508,1804,508,345,1224,2038,8020
1,Team/G,,242.7,36.6,82.2,0.446,6.8,18.0,0.379,29.8,64.1,0.465,17.7,24.0,0.738,11.0,31.7,42.8,22.0,6.2,4.2,14.9,24.9,97.8
2,Lg Rank,,5,6,4,22.0,6,8,5.0,19,13,25.0,25,25,17.0,14,4,3,6,30,21,24,28,13
3,Year/Year,,0.4%,5.4%,2.2%,0.014,9.6%,3.1%,0.023,4.5%,2.0%,0.011,-5.5%,-4.0%,-0.012,-9.5%,0.4%,-2.3%,3.5%,-11.8%,-6.5%,-10.7%,0.5%,3.6%
4,Opponent,82.0,19905,2773,6515,0.426,501,1428,0.351,2272,5087,0.447,1921,2472,0.777,881,2541,3422,1652,611,420,1228,1883,7968
5,Opponent/G,,242.7,33.8,79.5,0.426,6.1,17.4,0.351,27.7,62.0,0.447,23.4,30.1,0.777,10.7,31.0,41.7,20.1,7.5,5.1,15.0,23.0,97.2
6,Lg Rank,,5,5,21,1.0,22,25,8.0,4,10,1.0,30,29,30.0,10,26,22,14,23,23,6,16,16
7,Year/Year,,0.4%,0.4%,-0.5%,0.004,20.4%,14.7%,0.017,-3.2%,-4.1%,0.004,11.9%,7.2%,0.033,-10.0%,0.7%,-2.3%,-3.7%,-10.8%,-3.2%,-3.5%,-1.6%,4.0%
