,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3140,6867,0.457,765,2081,0.368,2375,4786,0.496,1689,2087,0.809,847,2470,3317,1757,625,475,1123,1743,8734
1,Team/G,,241.2,38.3,83.7,0.457,9.3,25.4,0.368,29.0,58.4,0.496,20.6,25.5,0.809,10.3,30.1,40.5,21.4,7.6,5.8,13.7,21.3,106.5
2,Lg Rank,,20,8,6,19.0,2,2,8.0,28,28,8.0,4,6,2.0,22,18,20,15,8,4,10,21,2
3,Year/Year,,-0.5%,0.4%,-0.1%,0.003,3.0%,-3.0%,0.021,-0.4%,1.2%,-0.008,22.7%,18.6%,0.027,1.3%,-0.3%,0.1%,-0.8%,6.7%,55.7%,-2.2%,6.4%,4.3%
4,Opponent,82.0,19780,3242,6870,0.472,536,1442,0.372,2706,5428,0.499,1650,2165,0.762,964,2646,3610,1682,586,360,1250,1703,8670
5,Opponent/G,,241.2,39.5,83.8,0.472,6.5,17.6,0.372,33.0,66.2,0.499,20.1,26.4,0.762,11.8,32.3,44.0,20.5,7.1,4.4,15.2,20.8,105.7
6,Lg Rank,,20,27,25,26.0,16,14,25.0,27,26,23.0,24,24,13.0,26,28,28,8,13,9,6,16,28
7,Year/Year,,-0.5%,-3.3%,-0.5%,-0.014,-3.1%,-8.2%,0.02,-3.3%,1.8%,-0.027,15.5%,14.2%,0.008,0.5%,-2.9%,-2.0%,-2.4%,0.2%,-2.2%,5.8%,8.1%,-0.2%
