,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,33,Trevor Booker,PF,6-8,228,"November 25, 1987",United States,5,Clemson
1,3,Trey Burke,PG,6-0,185,"November 12, 1992",United States,2,Michigan
2,10,Alec Burks,SG,6-6,214,"July 20, 1991",United States,4,Colorado
3,15,Derrick Favors,PF,6-9,265,"July 15, 1991",United States,5,Georgia Tech
4,27,Rudy Gobert,C,7-1,258,"June 26, 1992",France,2,
5,18,Erick Green,PG,6-4,185,"May 9, 1991",United States,1,Virginia Tech
6,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,5,Butler
7,5,Rodney Hood,SG,6-8,208,"October 20, 1992",United States,1,"Mississippi State, Duke"
8,2,Joe Ingles,SF,6-8,220,"October 2, 1987",Australia,1,
9,23,Chris Johnson,SF,6-6,206,"April 29, 1990",United States,3,Dayton
10,41,Trey Lyles,PF,6-9,234,"November 5, 1995",Canada,R,Kentucky
11,8,Shelvin Mack,PG,6-3,203,"April 22, 1990",United States,4,Butler
12,13,Elijah Millsap,SG,6-6,225,"August 12, 1987",United States,1,"Louisiana, UAB"
13,25,Raul Neto,PG,6-1,180,"May 19, 1992",Brazil,R,
14,22,JJ O'Brien,SF,6-7,228,"April 8, 1992",United States,R,San Diego State
15,21,Tibor Pleiss,C,7-3,256,"November 2, 1989",Germany,R,
16,24,Jeff Withey,C,7-0,231,"March 7, 1990",United States,2,Kansas
