,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Josh Akognon,PG,5-11,185,"February 10, 1986",United States,R,"Washington State, Cal State Fullerton"
1,3,Rodrigue Beaubois,PG,6-0,170,"February 24, 1988",Guadeloupe,3,
2,42,Elton Brand,C,6-8,275,"March 11, 1979",United States,13,Duke
3,25,Vince Carter,SF,6-6,220,"January 26, 1977",United States,14,UNC
4,4,Darren Collison,PG,6-0,175,"August 23, 1987",United States,3,UCLA
5,9,Jae Crowder,SF,6-6,235,"July 6, 1990",United States,R,Marquette
6,1,Jared Cunningham,SG,6-4,195,"May 22, 1991",United States,R,Oregon State
7,52,Eddy Curry,C,7-0,295,"December 5, 1982",United States,10,
8,7,Justin Dentmon,PG,5-11,185,"September 5, 1985",United States,1,Washington
9,17,Chris Douglas-Roberts,SG,6-7,200,"January 8, 1987",United States,3,Memphis
10,6,Derek Fisher,PG,6-1,200,"August 9, 1974",United States,16,Little Rock
11,5,Bernard James,C,6-10,240,"February 7, 1985",United States,R,Florida State
12,13,Mike James,PG,6-2,188,"June 23, 1975",United States,10,Duquesne
13,30,Dahntay Jones,SF,6-6,225,"December 27, 1980",United States,9,"Rutgers University, Duke"
14,20,Dominique Jones,PG,6-4,215,"October 15, 1988",United States,2,South Florida
15,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,9,Central Michigan University
16,0,Shawn Marion,PF,6-7,220,"May 7, 1978",United States,13,"Vincennes University, UNLV"
17,32,OJ Mayo,SG,6-5,210,"November 5, 1987",United States,4,USC
18,23,Anthony Morrow,SG,6-5,210,"September 27, 1985",United States,4,Georgia Tech
19,6,Troy Murphy,PF,6-11,245,"May 2, 1980",United States,11,Notre Dame
20,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,14,
21,34,Brandan Wright,C,6-10,210,"October 5, 1987",United States,4,UNC
22,8,Chris Wright,SG,6-1,210,"November 4, 1989",United States,R,Georgetown
