,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,13,Ike Anigbogu,C,6-10,250,"October 17, 1998",United States,1,UCLA
1,44,Bojan Bogdanovic,SF,6-7,226,"April 18, 1989",Bosnia & Herzegovina,4,
2,2,Darren Collison,PG,6-0,175,"August 23, 1987",United States,9,UCLA
3,12,Tyreke Evans,SG,6-6,220,"September 19, 1989",United States,9,Memphis
4,3,Aaron Holiday,PG,6-0,185,"September 30, 1996",United States,R,UCLA
5,24,Alize Johnson,PF,6-7,212,"April 22, 1996",United States,R,Missouri State
6,6,Cory Joseph,PG,6-3,200,"August 20, 1991",Canada,7,Texas
7,22,TJ Leaf,PF,6-10,222,"April 30, 1997",Israel,1,UCLA
8,23,Wesley Matthews,SG,6-4,220,"October 14, 1986",United States,9,Marquette
9,20,Doug McDermott,SF,6-7,225,"January 3, 1992",United States,4,Creighton
10,10,Kyle O'Quinn,C,6-9,250,"March 26, 1990",United States,6,Norfolk State
11,4,Victor Oladipo,SG,6-4,213,"May 4, 1992",United States,5,Indiana
12,32,Davon Reed,SG,6-5,208,"June 11, 1995",United States,1,Miami (FL)
13,11,Domantas Sabonis,C,6-11,240,"May 3, 1996",United States,2,Gonzaga
14,5,Edmond Sumner,PG,6-4,196,"December 31, 1995",United States,1,Xavier
15,33,Myles Turner,C,6-11,250,"March 24, 1996",United States,3,Texas
16,21,Thaddeus Young,PF,6-8,235,"June 21, 1988",United States,11,Georgia Tech
