,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3033,6571,0.462,326,897,0.363,2707,5674,0.477,1361,1743,0.781,875,2645,3520,1890,561,462,1043,1731,7753
1,Team/G,,240.9,37.0,80.1,0.462,4.0,10.9,0.363,33.0,69.2,0.477,16.6,21.3,0.781,10.7,32.3,42.9,23.0,6.8,5.6,12.7,21.1,94.5
2,Lg Rank,,23,3,14,2.0,27,27,5.0,2,4,4.0,26,26,5.0,25,3,8,6,26,7,2,13,10
3,Year/Year,,-0.3%,-4.4%,-3.5%,-0.004,10.1%,11.6%,-0.005,-5.9%,-5.5%,-0.002,-3.2%,-4.5%,0.011,-8.8%,1.2%,-1.5%,-8.7%,1.4%,6.7%,-7.2%,1.6%,-3.6%
4,Opponent,82.0,19755,2741,6625,0.414,395,1181,0.334,2346,5444,0.431,1426,1893,0.753,1001,2400,3401,1701,547,296,1106,1656,7303
5,Opponent/G,,240.9,33.4,80.8,0.414,4.8,14.4,0.334,28.6,66.4,0.431,17.4,23.1,0.753,12.2,29.3,41.5,20.7,6.7,3.6,13.5,20.2,89.1
6,Lg Rank,,23,9,16,4.0,7,9,6.0,10,21,3.0,9,10,19.0,15,7,12,11,1,1,27,24,7
7,Year/Year,,-0.3%,-8.8%,-3.6%,-0.023,-16.3%,-13.3%,-0.012,-7.4%,-1.2%,-0.029,2.3%,2.2%,0.001,2.8%,-1.8%,-0.5%,-9.1%,-4.2%,-26.9%,-0.9%,-1.8%,-7.3%
