,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3136,6920,0.453,531,1508,0.352,2605,5412,0.481,1286,1699,0.757,863,2614,3477,1829,627,332,1212,1476,8089
1,Team/G,,240.9,38.2,84.4,0.453,6.5,18.4,0.352,31.8,66.0,0.481,15.7,20.7,0.757,10.5,31.9,42.4,22.3,7.6,4.0,14.8,18.0,98.6
2,Lg Rank,,26,17,17,13.0,26,27,13.0,8,3,22.0,27,27,18.0,14,25,23,15,19,25,19,2,26
3,Year/Year,,-0.9%,2.2%,1.7%,0.002,-1.8%,-7.7%,0.021,3.0%,4.7%,-0.008,-5.4%,-6.5%,0.009,2.0%,-0.5%,0.1%,6.6%,8.9%,-2.4%,7.0%,-6.5%,0.6%
4,Opponent,82.0,19755,3345,6984,0.479,775,2100,0.369,2570,4884,0.526,1227,1608,0.763,840,2719,3559,2006,720,430,1162,1510,8692
5,Opponent/G,,240.9,40.8,85.2,0.479,9.5,25.6,0.369,31.3,59.6,0.526,15.0,19.6,0.763,10.2,33.2,43.4,24.5,8.8,5.2,14.2,18.4,106.0
6,Lg Rank,,26,30,22,30.0,27,25,24.0,26,14,30.0,2,1,22.0,14,14,12,27,27,18,16,28,24
7,Year/Year,,-0.9%,6.2%,1.0%,0.023,11.4%,8.0%,0.011,4.7%,-1.7%,0.032,-4.0%,-8.0%,0.032,-10.4%,0.7%,-2.1%,3.2%,12.0%,15.6%,2.2%,-8.0%,5.1%
