,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,Rafer Alston,PG,6-2,171,"July 24, 1976",United States,8,Fresno State
1,31,Shane Battier,SF,6-8,220,"September 9, 1978",United States,6,Duke
2,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",United States,R,Oregon
3,3,Steve Francis,PG,6-3,195,"February 21, 1977",United States,8,Maryland
4,25,Gerald Green,SF,6-6,205,"January 26, 1986",United States,2,
5,19,Mike Harris,PF,6-6,240,"June 15, 1983",United States,R,Rice University
6,44,Chuck Hayes,PF,6-6,240,"June 11, 1983",United States,2,Kentucky
7,2,Luther Head,SG,6-3,185,"November 26, 1982",United States,2,Illinois
8,8,Bobby Jackson,PG,6-1,185,"March 13, 1973",United States,10,Minnesota
9,7,Mike James,PG,6-2,188,"June 23, 1975",United States,6,Duquesne
10,0,Bobby Jones,SF,6-7,215,"January 9, 1984",United States,1,Washington
11,14,Carl Landry,PF,6-9,248,"September 19, 1983",United States,R,"Vincennes University, Purdue"
12,1,Tracy McGrady,SG,6-8,210,"May 24, 1979",United States,10,
13,11,Yao Ming,C,7-6,310,"September 12, 1980",China,5,
14,55,Dikembe Mutombo,C,7-2,245,"June 25, 1966",Congo - Kinshasa,16,Georgetown
15,20,Steve Novak,SF,6-10,225,"June 13, 1983",United States,1,Marquette
16,4,Luis Scola,PF,6-9,240,"April 30, 1980",Argentina,R,
17,13,Kirk Snyder,PF,6-6,225,"June 5, 1983",United States,3,Nevada
18,6,Bonzi Wells,SG,6-5,210,"September 28, 1976",United States,9,Ball State University
19,30,Justin Williams,C,6-10,225,"May 12, 1984",United States,1,Wyoming
20,33,Loren Woods,C,7-1,245,"June 21, 1978",United States,5,"Wake Forest, Arizona"
