,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,22,Matt Barnes,SF,6-7,226,"March 9, 1980",United States,10,UCLA
1,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",United States,R,UNC
2,2,Darren Collison,PG,6-0,175,"August 23, 1987",United States,4,UCLA
3,11,Jamal Crawford,SG,6-5,185,"March 20, 1980",United States,13,Michigan
4,0,Glen Davis,PF,6-9,289,"January 1, 1986",United States,6,LSU
5,9,Jared Dudley,SF,6-6,237,"July 10, 1985",United States,6,Boston College
6,33,Danny Granger,SF,6-9,222,"April 20, 1983",United States,8,"Bradley, New Mexico"
7,34,Willie Green,SG,6-4,200,"July 28, 1981",United States,10,Detroit Mercy
8,32,Blake Griffin,PF,6-9,250,"March 16, 1989",United States,3,Oklahoma
9,15,Ryan Hollins,PF,7-0,240,"October 10, 1984",United States,7,UCLA
10,1,Stephen Jackson,SF,6-8,218,"April 5, 1978",United States,13,Butler County Community College
11,33,Antawn Jamison,PF,6-8,223,"June 12, 1976",United States,15,UNC
12,6,DeAndre Jordan,C,6-11,265,"July 21, 1988",United States,5,Texas A&M
13,7,Darius Morris,PG,6-4,190,"January 3, 1991",United States,2,Michigan
14,0,Byron Mullens,C,7-0,275,"February 14, 1989",United States,4,Ohio State
15,3,Chris Paul,PG,6-0,175,"May 6, 1985",United States,8,Wake Forest
16,4,JJ Redick,SG,6-3,200,"June 24, 1984",United States,7,Duke
17,8,Hedo Turkoglu,SF,6-10,220,"March 19, 1979",Turkey,13,
18,18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",Slovenia,7,
19,5,Maalik Wayns,PG,6-2,200,"May 2, 1991",United States,1,Villanova
