,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,1,Justin Anderson,SF,6-6,230,"November 19, 1993",United States,R,Virginia
1,5,JJ Barea,PG,5-10,180,"June 26, 1984",Puerto Rico,9,Northeastern University
2,21,Jeremy Evans,SF,6-9,200,"October 24, 1987",United States,5,Western Kentucky
3,2,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,10,UNC
4,34,Devin Harris,PG,6-3,185,"February 27, 1983",United States,11,Wisconsin
5,12,John Jenkins,SG,6-4,215,"March 6, 1991",United States,3,Vanderbilt
6,42,David Lee,PF,6-9,245,"April 29, 1983",United States,10,Florida
7,23,Wesley Matthews,SF,6-4,220,"October 14, 1986",United States,6,Marquette
8,11,JaVale McGee,C,7-0,270,"January 19, 1988",United States,7,Nevada
9,50,Salah Mejri,C,7-2,235,"June 15, 1986",Tunisia,R,
10,41,Dirk Nowitzki,PF,7-0,245,"June 19, 1978",Germany,17,
11,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,12,
12,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",United States,4,Florida
13,7,Dwight Powell,PF,6-10,240,"July 20, 1991",Canada,1,Stanford
14,3,Charlie Villanueva,PF,6-11,232,"August 24, 1984",United States,10,UConn
15,8,Deron Williams,PG,6-3,200,"June 26, 1984",United States,10,Illinois
