,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,40,26,41,25,3.44,-0.77,2.67,104.9,101.2,90.2,0.259,0.249,0.5,13.4,23.9,0.192,0.48,14.4,74.4,0.186,Philips Arena,501593
1,Lg Rank,8,22,6,6,6.0,29.0,8.0,16.0,6.0,22.0,21.0,10.0,8.0,12.0,26.0,24.0,10.0,6.0,7.0,5.0,,23
