,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,0,Darrell Arthur,PF,6-9,235,"March 25, 1988",United States,7,Kansas
1,5,Will Barton,SG,6-6,181,"January 6, 1991",United States,4,Memphis
2,25,Malik Beasley,SG,6-4,187,"November 26, 1996",United States,R,Florida State
3,21,Wilson Chandler,SF,6-8,235,"May 10, 1987",United States,8,DePaul
4,35,Kenneth Faried,PF,6-8,220,"November 19, 1989",United States,5,Morehead State University
5,8,Danilo Gallinari,SF,6-10,233,"August 8, 1988",Italy,7,
6,7,Alonzo Gee,SF,6-6,225,"May 29, 1987",United States,7,Alabama
7,14,Gary Harris,SG,6-4,210,"September 14, 1994",United States,2,Michigan State
8,41,Juan Hernangomez,PF,6-9,214,"September 28, 1995",Spain,R,
9,34,Roy Hibbert,C,7-2,270,"December 11, 1986",United States,8,Georgetown
10,15,Nikola Jokic,C,6-11,284,"February 19, 1995",Serbia,1,
11,3,Mike Miller,SF,6-8,218,"February 19, 1980",United States,16,Florida
12,0,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",Congo - Kinshasa,1,
13,27,Jamal Murray,SG,6-3,215,"February 23, 1997",Canada,R,Kentucky
14,1,Jameer Nelson,PG,6-0,190,"February 9, 1982",United States,12,Saint Joseph's
15,23,Jusuf Nurkic,C,6-11,290,"August 23, 1994",Bosnia & Herzegovina,2,
16,9,Johnny O'Bryant,PF,6-9,257,"June 1, 1993",United States,2,LSU
17,24,Mason Plumlee,C,6-11,254,"March 5, 1990",United States,3,Duke
18,12,Jarnell Stokes,C,6-9,263,"January 7, 1994",United States,2,Tennessee
