,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,15,50,16,49,-8.71,0.59,-8.12,105.2,113.8,100.3,0.264,0.355,0.497,13.2,21.5,0.212,0.553,13.7,76.4,0.193,Chase Center,614176
1,Lg Rank,30,1,30,30,30.0,2.0,30.0,30.0,26.0,15.0,14.0,24.0,30.0,20.0,23.0,8.0,28.0,5.0,23.0,11.0,,10
