,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,11.0,Domantas Sabonis,PF,6-11,240,"May 3, 1996",us,5,Gonzaga
1,7.0,Malcolm Brogdon,PG,6-5,229,"December 11, 1992",us,5,Virginia
2,3.0,Chris Duarte,G,6-6,190,"June 13, 1997",do,R,Oregon
3,8.0,Justin Holiday,SF,6-6,180,"April 5, 1989",us,8,Washington
4,33.0,Myles Turner,C,6-11,250,"March 24, 1996",us,6,Texas
5,9.0,TJ McConnell,PG,6-1,190,"March 25, 1992",us,6,"Duquesne, Arizona"
6,13.0,Torrey Craig,SF,6-7,221,"December 19, 1990",us,4,USC Upstate
7,26.0,Jeremy Lamb,SF,6-5,180,"May 30, 1992",us,9,UConn
8,,TJ Warren,SF,6-8,220,"September 5, 1993",us,7,NC State
9,,Isaiah Jackson,F-C,6-10,206,"January 10, 2002",us,R,Kentucky
10,,Kelan Martin,SF,6-5,230,"August 3, 1995",us,2,Butler
11,,Caris LeVert,SG,6-6,205,"August 25, 1994",us,5,Michigan
12,,DeJon Jarreau (TW),G,6-5,185,"January 23, 1998",us,R,"UMass, Houston"
13,,Oshae Brissett,SF,6-7,210,"June 20, 1998",ca,2,Syracuse
14,,Brad Wanamaker,PG,6-3,210,"July 25, 1989",us,3,Pitt
15,,Duane Washington Jr (TW),G,6-3,210,"March 24, 2000",de,R,Ohio State
16,,Goga Bitadze,C,6-11,250,"July 20, 1999",ge,2,
