,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19930,3083,6722,0.459,545,1500,0.363,2538,5222,0.486,1312,1734,0.757,876,2574,3450,1932,789,403,1373,1814,8023
1,Team/G,,243.0,37.6,82.0,0.459,6.6,18.3,0.363,31.0,63.7,0.486,16.0,21.1,0.757,10.7,31.4,42.1,23.6,9.6,4.9,16.7,22.1,97.8
2,Lg Rank,,3,16,26,7.0,23,26,7.0,6,8,16.0,24,25,12.0,17,25,24,7,1,11,29,28,22
3,Year/Year,,0.3%,4.4%,-0.2%,0.02,-0.5%,-3.4%,0.01,5.6%,0.7%,0.022,-4.7%,-5.9%,0.009,-9.8%,7.3%,2.4%,9.8%,45.8%,0.0%,10.9%,5.9%,2.5%
4,Opponent,82.0,19930,2917,6681,0.437,676,1974,0.342,2241,4707,0.476,1478,1993,0.742,938,2576,3514,1831,708,392,1425,1649,7988
5,Opponent/G,,243.0,35.6,81.5,0.437,8.2,24.1,0.342,27.3,57.4,0.476,18.0,24.3,0.742,11.4,31.4,42.9,22.3,8.6,4.8,17.4,20.1,97.4
6,Lg Rank,,3,1,4,5.0,20,26,8.0,1,3,9.0,22,22,6.0,22,7,12,18,27,16,1,17,8
7,Year/Year,,0.3%,-7.3%,-0.6%,-0.031,-3.0%,8.1%,-0.039,-8.5%,-3.9%,-0.024,-2.2%,-0.9%,-0.01,-2.4%,-1.2%,-1.5%,-2.1%,10.6%,-5.1%,23.1%,-2.4%,-6.0%
