,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Alan Anderson,SG,6-6,220,"October 16, 1982",United States,1,Michigan State
1,23,Derek Anderson,SF,6-5,194,"July 18, 1974",United States,9,"Ohio State, Kentucky"
2,7,Primoz Brezec,C,7-2,252,"October 2, 1979",Slovenia,5,
3,13,Matt Carroll,SG,6-6,212,"August 28, 1980",United States,3,Notre Dame
4,2,Melvin Ely,PF,6-10,260,"May 2, 1978",United States,4,Fresno State
5,20,Raymond Felton,PG,6-1,205,"June 26, 1984",United States,1,UNC
6,24,Othella Harrington,PF,6-9,235,"January 31, 1974",United States,10,Georgetown
7,5,Walter Herrmann,PF,6-9,225,"June 26, 1979",Argentina,R,
8,1,Ryan Hollins,C,7-0,240,"October 10, 1984",United States,R,UCLA
9,22,Brevin Knight,PG,5-10,173,"November 8, 1975",United States,9,Stanford
10,42,Sean May,PF,6-9,266,"April 4, 1984",United States,1,UNC
11,0,Jeff McInnis,PG,6-4,190,"October 22, 1974",United States,9,UNC
12,35,Adam Morrison,PF,6-8,205,"July 19, 1984",United States,R,Gonzaga
13,50,Emeka Okafor,C,6-10,252,"September 28, 1982",United States,2,UConn
14,21,Bernard Robinson,SG,6-6,210,"December 26, 1980",United States,2,Michigan
15,43,Jake Voskuhl,C,6-11,245,"November 1, 1977",United States,6,UConn
16,3,Gerald Wallace,SF,6-7,215,"July 23, 1982",United States,5,Alabama
17,55,Eric Williams,SF,6-8,220,"July 17, 1972",United States,11,"Vincennes University, Providence"
