,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19705,3139,6980,0.45,774,2032,0.381,2365,4948,0.478,1390,1835,0.757,745,2620,3365,2006,611,446,1239,1627,8442
1,Team/G,,240.3,38.3,85.1,0.45,9.4,24.8,0.381,28.8,60.3,0.478,17.0,22.4,0.757,9.1,32.0,41.0,24.5,7.5,5.4,15.1,19.8,103.0
2,Lg Rank,,30,13,7,14.0,2,7,3.0,24,21,19.0,19,20,17.0,27,15,25,4,19,5,21,9,11
3,Year/Year,,-0.3%,3.2%,5.1%,-0.008,8.3%,0.8%,0.026,1.7%,7.0%,-0.025,-12.2%,-19.8%,0.066,-20.9%,-4.1%,-8.4%,10.3%,6.1%,4.0%,0.6%,10.9%,0.7%
4,Opponent,82.0,19705,3440,7350,0.468,666,1843,0.361,2774,5507,0.504,1412,1942,0.727,1068,2950,4018,2112,790,387,1164,1580,8958
5,Opponent/G,,240.3,42.0,89.6,0.468,8.1,22.5,0.361,33.8,67.2,0.504,17.2,23.7,0.727,13.0,36.0,49.0,25.8,9.6,4.7,14.2,19.3,109.2
6,Lg Rank,,30,30,30,25.0,20,22,17.0,30,29,25.0,12,14,2.0,30,30,30,29,30,16,19,27,29
7,Year/Year,,-0.3%,5.7%,2.4%,0.015,8.6%,7.3%,0.005,5.1%,0.8%,0.02,21.0%,21.8%,-0.005,12.8%,15.6%,14.9%,10.1%,13.5%,-2.3%,9.7%,-16.4%,8.1%
