Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014-15,20.0,DEN,NBA,SG,55.0,6.0,13.1,1.2,3.9,0.304,0.4,1.9,0.204,0.8,2.1,0.395,0.353,0.6,0.9,0.745,0.4,0.8,1.2,0.5,0.7,0.1,0.7,1.3,3.4
2015-16,21.0,DEN,NBA,SG,76.0,76.0,32.1,4.7,10.1,0.469,1.4,3.9,0.354,3.3,6.2,0.543,0.538,1.4,1.8,0.82,0.7,2.2,2.9,1.9,1.3,0.2,1.3,1.9,12.3
2016-17,22.0,DEN,NBA,SG,57.0,56.0,31.3,5.6,11.2,0.502,1.9,4.5,0.42,3.7,6.7,0.558,0.586,1.8,2.4,0.776,0.8,2.3,3.1,2.9,1.2,0.1,1.3,1.6,14.9
2017-18,23.0,DEN,NBA,SG,67.0,65.0,34.4,6.6,13.6,0.485,2.3,5.9,0.396,4.2,7.7,0.553,0.57,2.0,2.4,0.827,0.6,2.1,2.6,2.9,1.8,0.2,1.8,1.8,17.5
2018-19,24.0,DEN,NBA,SG,57.0,48.0,28.8,4.7,11.2,0.424,1.4,4.2,0.339,3.3,6.9,0.476,0.488,2.0,2.5,0.799,0.7,2.1,2.8,2.2,1.0,0.3,1.2,2.0,12.9
2019-20,25.0,DEN,NBA,SG,56.0,55.0,31.8,3.9,9.3,0.42,1.3,3.8,0.333,2.6,5.5,0.479,0.487,1.3,1.6,0.815,0.5,2.4,2.9,2.1,1.4,0.3,1.1,2.1,10.4
2020-21,26.0,TOT,NBA,SG,39.0,38.0,27.7,3.5,8.8,0.4,1.2,3.6,0.34,2.3,5.2,0.441,0.47,1.6,2.0,0.821,0.5,1.5,2.0,2.0,0.7,0.3,0.9,1.8,9.9
2020-21,26.0,DEN,NBA,SG,19.0,19.0,30.6,3.6,8.2,0.442,1.3,3.9,0.32,2.4,4.3,0.556,0.519,1.2,1.6,0.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
2020-21,26.0,ORL,NBA,SG,20.0,19.0,25.0,3.5,9.5,0.365,1.2,3.3,0.364,2.3,6.2,0.366,0.429,2.1,2.4,0.875,0.4,1.2,1.6,2.3,0.6,0.4,1.2,1.7,10.2
2021-22,27.0,ORL,NBA,SG,6.0,0.0,22.8,2.7,6.3,0.421,0.3,1.8,0.182,2.3,4.5,0.519,0.447,0.3,0.5,0.667,0.8,0.8,1.7,1.7,0.3,0.2,1.7,1.5,6.0
Career,,,NBA,,413.0,344.0,28.8,4.4,9.8,0.449,1.4,4.0,0.358,3.0,5.8,0.512,0.522,1.5,1.9,0.805,0.6,1.9,2.5,2.1,1.2,0.2,1.2,1.8,11.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 seasons,,DEN,NBA,,387.0,325.0,29.1,4.5,9.9,0.454,1.5,4.1,0.359,3.0,5.8,0.52,0.527,1.5,1.9,0.801,0.6,2.0,2.6,2.1,1.2,0.2,1.2,1.8,12.0
2 seasons,,ORL,NBA,,26.0,19.0,24.5,3.3,8.7,0.374,1.0,3.0,0.338,2.3,5.8,0.393,0.432,1.7,2.0,0.863,0.5,1.1,1.6,2.2,0.5,0.3,1.3,1.7,9.2
