Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2019-20,20.0,MIN,NBA,SG,15,151,10.5,0.471,0.491,0.321,2.0,7.3,4.5,17.8,0.9,0.6,4.7,17.3,0.1,0.0,0.2,0.051,-2.9,-0.8,-3.8,-0.1
2020-21,21.0,MIN,NBA,SG,42,759,12.3,0.528,0.448,0.164,2.6,11.3,6.8,12.5,1.4,1.4,7.2,21.4,0.3,0.4,0.7,0.044,-1.5,-1.6,-3.1,-0.2
2021-22,22.0,MIN,NBA,SG,10,58,14.5,0.38,0.25,0.063,5.2,13.0,8.9,24.9,2.5,5.0,3.0,24.3,0.0,0.1,0.1,0.057,-2.0,0.1,-1.9,0.0
Career,,,NBA,,67,968,12.2,0.509,0.438,0.176,2.7,10.7,6.6,14.0,1.4,1.5,6.6,20.9,0.4,0.5,0.9,0.046,-1.7,-1.4,-3.2,-0.3
