,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19730,2885,6330,0.456,556,1659,0.335,2329,4671,0.499,1438,1940,0.741,747,2461,3208,1626,642,372,1214,1636,7764
1,Team/G,,240.6,35.2,77.2,0.456,6.8,20.2,0.335,28.4,57.0,0.499,17.5,23.7,0.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7
2,Lg Rank,,26,28,30,11.0,21,19,24.0,24,25,9.0,11,10,22.0,29,28,30,30,13,18,21,14,27
3,Year/Year,,-0.8%,-8.2%,0.9%,-0.045,-16.4%,-9.3%,-0.028,-6.0%,5.1%,-0.059,0.5%,3.0%,-0.018,19.1%,2.7%,6.1%,-12.0%,-12.3%,1.4%,0.2%,2.5%,-7.4%
4,Opponent,82.0,19730,2960,6523,0.454,666,1887,0.353,2294,4636,0.495,1391,1905,0.73,894,2467,3361,1748,646,359,1215,1715,7977
5,Opponent/G,,240.6,36.1,79.5,0.454,8.1,23.0,0.353,28.0,56.5,0.495,17.0,23.2,0.73,10.9,30.1,41.0,21.3,7.9,4.4,14.8,20.9,97.3
6,Lg Rank,,26,5,1,19.0,19,20,20.0,4,1,23.0,13,16,1.0,14,2,2,11,18,8,11,8,6
7,Year/Year,,-0.8%,-0.0%,0.7%,-0.004,-4.0%,-1.6%,-0.009,1.2%,1.7%,-0.003,1.2%,4.0%,-0.02,0.9%,1.9%,1.7%,-0.2%,-3.1%,40.2%,-11.2%,2.4%,-0.2%
