,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31,Cole Aldrich,C,6-11,250,"October 31, 1988",us,2,Kansas
1,5,James Anderson,SG,6-6,213,"March 25, 1989",us,2,Oklahoma State
2,3,Omer Asik,C,7-0,255,"July 4, 1986",tr,2,
3,12,Patrick Beverley,PG,6-1,180,"July 12, 1988",us,R,Arkansas
4,0,Aaron Brooks,PG,6-0,161,"January 14, 1985",us,4,Oregon
5,14,Daequan Cook,SG,6-5,205,"April 28, 1987",us,5,Ohio State
6,10,Carlos Delfino,SF,6-6,230,"August 29, 1982",ar,7,
7,15,Toney Douglas,PG,6-2,195,"March 16, 1986",us,3,"Auburn, Florida State"
8,32,Francisco Garcia,SF,6-7,195,"December 31, 1981",do,7,Louisville
9,13,James Harden,SG,6-5,220,"August 26, 1989",us,3,Arizona State
10,6,Terrence Jones,PF,6-9,252,"January 9, 1992",us,R,Kentucky
11,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",us,2,Harvard University
12,1,Scott Machado,PG,6-1,205,"June 8, 1990",us,R,Iona College
13,2,Marcus Morris,PF,6-8,218,"September 2, 1989",us,1,Kansas
14,20,Donatas Motiejunas,PF,7-0,222,"September 20, 1990",lt,R,
15,14,Tim Ohlbrecht,C,6-11,255,"August 30, 1988",de,R,
16,25,Chandler Parsons,SF,6-9,230,"October 25, 1988",us,1,Florida
17,54,Patrick Patterson,PF,6-8,235,"March 14, 1989",us,2,Kentucky
18,"0, 41",Thomas Robinson,PF,6-10,237,"March 17, 1991",us,R,Kansas
19,4,Greg Smith,C,6-10,250,"January 8, 1991",us,1,Fresno State
