,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19805,2847,6664,0.427,409,1193,0.343,2438,5471,0.446,1350,1879,0.718,1023,2355,3378,1583,609,392,1181,1761,7453
1,Team/G,,241.5,34.7,81.3,0.427,5.0,14.5,0.343,29.7,66.7,0.446,16.5,22.9,0.718,12.5,28.7,41.2,19.3,7.4,4.8,14.4,21.5,90.9
2,Lg Rank,,20,22,14,25.0,14,14,19.0,22,15,26.0,25,22,28.0,9,29,21,26,21,19,11,12,27
3,Year/Year,,0.3%,-2.5%,-0.9%,-0.007,5.7%,7.6%,-0.006,-3.7%,-2.6%,-0.005,6.4%,9.4%,-0.021,-8.2%,0.8%,-2.1%,-11.0%,-11.5%,-13.7%,0.6%,-0.6%,-0.5%
4,Opponent,82.0,19805,3037,6592,0.461,370,986,0.375,2667,5606,0.476,1490,1964,0.759,976,2601,3577,1729,604,406,1125,1702,7934
5,Opponent/G,,241.5,37.0,80.4,0.461,4.5,12.0,0.375,32.5,68.4,0.476,18.2,24.0,0.759,11.9,31.7,43.6,21.1,7.4,5.0,13.7,20.8,96.8
6,Lg Rank,,20,25,13,29.0,5,2,28.0,27,24,23.0,14,14,13.0,16,25,23,10,6,12,25,21,19
7,Year/Year,,0.3%,7.7%,3.2%,0.019,-1.9%,-9.5%,0.029,9.2%,5.8%,0.015,-1.5%,-2.3%,0.006,-1.9%,6.8%,4.3%,6.1%,-3.8%,3.3%,-10.0%,5.6%,5.4%
