,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,2,LaMelo Ball,PG,6-6,180,"August 22, 2001",United States,R,
1,8,Bismack Biyombo,C,6-8,255,"August 28, 1992",Congo - Kinshasa,9,
2,0,Miles Bridges,PF,6-6,225,"March 21, 1998",United States,2,Michigan State
3,22,Vernon Carey,C,6-9,270,"February 25, 2001",United States,R,Duke
4,30,Nate Darling,SG,6-6,200,"August 30, 1998",Canada,R,"UAB, University of Delaware"
5,4,Devonte' Graham,PG,6-1,195,"February 22, 1995",United States,2,Kansas
6,20,Gordon Hayward,SF,6-7,225,"March 23, 1990",United States,10,Butler
7,10,Caleb Martin,SF,6-5,205,"September 28, 1995",United States,1,"NC State, Nevada"
8,11,Cody Martin,SF,6-5,205,"September 28, 1995",United States,1,"NC State, Nevada"
9,6,Jalen McDaniels,SF,6-9,205,"January 31, 1998",United States,1,San Diego State
10,1,Malik Monk,SG,6-3,200,"February 4, 1998",United States,3,Kentucky
11,14,Nick Richards,PF,7-0,245,"November 29, 1997",Jamaica,R,Kentucky
12,7,Grant Riller,PG,6-2,190,"February 8, 1997",United States,R,College of Charleston
13,3,Terry Rozier,SG,6-1,190,"March 17, 1994",United States,5,Louisville
14,9,Brad Wanamaker,PG,6-3,210,"July 25, 1989",United States,2,Pitt
15,25,PJ Washington,PF,6-7,230,"August 23, 1998",United States,1,Kentucky
16,40,Cody Zeller,C,6-11,240,"October 5, 1992",United States,7,Indiana
