,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,3392,7524,0.451,1067,3034,0.352,2325,4490,0.518,1443,1918,0.752,955,2825,3780,2118,675,419,1397,1932,9294
1,Team/G,,242.1,41.4,91.8,0.451,13.0,37.0,0.352,28.4,54.8,0.518,17.6,23.4,0.752,11.6,34.5,46.1,25.8,8.2,5.1,17.0,23.6,113.3
2,Lg Rank,,7,15,4,21.0,4,3,16.0,21,24,15.0,18,12,21.0,4,18,12,10,11,14,30,29,12
3,Year/Year,,0.8%,8.4%,7.3%,0.005,16.4%,19.3%,-0.009,5.1%,0.4%,0.023,11.2%,16.0%,-0.033,28.5%,4.9%,10.0%,8.8%,5.8%,20.4%,9.5%,20.3%,9.7%
4,Opponent,82.0,19855,3508,7417,0.473,1013,2820,0.359,2495,4597,0.543,1759,2321,0.758,871,2904,3775,2202,810,448,1234,1817,9788
5,Opponent/G,,242.1,42.8,90.5,0.473,12.4,34.4,0.359,30.4,56.1,0.543,21.5,28.3,0.758,10.6,35.4,46.0,26.9,9.9,5.5,15.0,22.2,119.4
6,Lg Rank,,7,27,21,26.0,28,28,19.0,23,9,29.0,30,30,8.0,19,21,23,30,30,24,8,5,30
7,Year/Year,,0.8%,5.2%,4.4%,0.004,6.7%,11.9%,-0.017,4.5%,0.2%,0.022,35.2%,37.7%,-0.014,3.6%,4.3%,4.1%,3.0%,14.1%,-1.1%,-0.3%,9.4%,9.7%
