,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,31,Ron Baker,SG,6-4,220,"March 30, 1993",United States,1,Wichita State
1,8,Michael Beasley,PF,6-9,235,"January 9, 1989",United States,9,Kansas State
2,23,Trey Burke,PG,6-0,185,"November 12, 1992",United States,4,Michigan
3,21,Damyean Dotson,SG,6-5,210,"May 6, 1994",United States,R,"Oregon, Houston"
4,3,Tim Hardaway,SG,6-5,205,"March 16, 1992",United States,4,Michigan
5,14,Willy Hernangomez,C,6-11,250,"May 27, 1994",Spain,1,
6,4,Isaiah Hicks,PF,6-9,230,"July 24, 1994",United States,R,UNC
7,55,Jarrett Jack,PG,6-3,200,"October 28, 1983",United States,12,Georgia Tech
8,0,Enes Kanter,C,6-10,250,"May 20, 1992",Switzerland,6,
9,2,Luke Kornet,PF,7-2,250,"July 15, 1995",United States,R,Vanderbilt
10,91,Mindaugas Kuzminskas,SF,6-9,215,"October 19, 1989",Lithuania,1,
11,5,Courtney Lee,SG,6-5,215,"October 3, 1985",United States,9,Western Kentucky
12,20,Doug McDermott,SF,6-7,225,"January 3, 1992",United States,3,Creighton
13,1,Emmanuel Mudiay,PG,6-3,200,"March 5, 1996",Congo - Kinshasa,2,
14,13,Joakim Noah,C,6-11,230,"February 25, 1985",United States,10,Florida
15,11,Frank Ntilikina,PG,6-4,200,"July 28, 1998",Belgium,R,
16,9,Kyle O'Quinn,C,6-9,250,"March 26, 1990",United States,5,Norfolk State
17,6,Kristaps Porzingis,PF,7-3,240,"August 2, 1995",Latvia,2,
18,1,Ramon Sessions,PG,6-3,190,"April 11, 1986",United States,10,Nevada
19,42,Lance Thomas,PF,6-8,240,"April 24, 1988",United States,6,Duke
20,0,Troy Williams,SF,6-7,218,"December 30, 1994",United States,1,Indiana
