,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,3144,6755,0.465,345,1091,0.316,2799,5664,0.494,1491,1976,0.755,963,2343,3306,1795,581,350,1206,1807,8124
1,Team/G,,241.2,38.3,82.4,0.465,4.2,13.3,0.316,34.1,69.1,0.494,18.2,24.1,0.755,11.7,28.6,40.3,21.9,7.1,4.3,14.7,22.0,99.1
2,Lg Rank,,20,7,12,8.0,29,29,30.0,2,4,10.0,15,19,22.0,8,27,21,14,21,26,24,25,17
3,Year/Year,,0.0%,-1.7%,1.9%,-0.017,-33.4%,-21.9%,-0.055,4.4%,8.2%,-0.018,-7.8%,-6.7%,-0.009,19.5%,-6.5%,-0.2%,-0.5%,23.9%,-8.9%,9.6%,-0.7%,-4.8%
4,Opponent,82.0,19780,3213,6668,0.482,541,1438,0.376,2672,5230,0.511,1672,2175,0.769,912,2457,3369,1854,625,456,1141,1620,8639
5,Opponent/G,,241.2,39.2,81.3,0.482,6.6,17.5,0.376,32.6,63.8,0.511,20.4,26.5,0.769,11.1,30.0,41.1,22.6,7.6,5.6,13.9,19.8,105.4
6,Lg Rank,,20,24,16,29.0,17,12,28.0,26,21,29.0,26,26,20.0,19,12,15,24,25,23,18,26,26
7,Year/Year,,0.0%,0.6%,-2.3%,0.014,-11.2%,-13.6%,0.01,3.4%,1.4%,0.01,-0.7%,1.4%,-0.015,-2.2%,0.2%,-0.5%,-1.9%,7.8%,26.7%,9.7%,-6.4%,-0.5%
