,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,8,Ronnie Brewer,SF,6-7,220,"March 20, 1985",United States,6,Arkansas
1,4,Nick Collison,C,6-10,255,"October 26, 1980",United States,8,Kansas
2,35,Kevin Durant,SF,6-10,240,"September 29, 1988",United States,5,Texas
3,6,Derek Fisher,SG,6-1,200,"August 9, 1974",United States,16,Little Rock
4,9,Serge Ibaka,PF,6-10,235,"September 18, 1989",Congo - Brazzaville,3,
5,15,Reggie Jackson,PG,6-2,208,"April 16, 1990",Italy,1,Boston College
6,3,Perry Jones,SF,6-11,235,"September 24, 1991",United States,R,Baylor
7,11,Jeremy Lamb,SF,6-5,180,"May 30, 1992",United States,R,UConn
8,25,DeAndre Liggins,SG,6-6,209,"March 31, 1988",United States,1,Kentucky
9,23,Kevin Martin,SG,6-7,199,"February 1, 1983",United States,8,Western Carolina University
10,6,Eric Maynor,PG,6-3,175,"June 11, 1987",United States,3,VCU
11,33,Daniel Orton,C,6-10,255,"August 6, 1990",United States,1,Kentucky
12,5,Kendrick Perkins,C,6-10,270,"November 10, 1984",United States,9,
13,2,Thabo Sefolosha,SG,6-6,215,"May 2, 1984",Switzerland,6,
14,34,Hasheem Thabeet,C,7-3,263,"February 16, 1987",Tanzania,3,UConn
15,0,Russell Westbrook,PG,6-3,200,"November 12, 1988",United States,4,UCLA
