,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,10,Mike Bibby,PG,6-1,190,"May 13, 1978",United States,10,Arizona
1,12,Speedy Claxton,PG,5-11,166,"May 8, 1978",United States,6,Hofstra
2,1,Maurice Evans,SF,6-5,220,"November 8, 1978",United States,5,"Wichita State, Texas"
3,3,Thomas Gardner,SG,6-5,225,"February 8, 1985",United States,1,Missouri
4,15,Al Horford,C,6-9,240,"June 3, 1986",Dominican Republic,1,Florida
5,50,Othello Hunter,PF,6-8,225,"May 28, 1986",United States,R,Ohio State
6,2,Joe Johnson,SG,6-7,240,"June 29, 1981",United States,7,Arkansas
7,44,Solomon Jones,C,6-10,230,"July 16, 1984",United States,2,South Florida
8,4,Acie Law,PG,6-3,195,"January 25, 1985",United States,1,Texas A&M
9,33,Randolph Morris,C,6-10,266,"January 2, 1986",United States,2,Kentucky
10,22,Ronald Murray,SG,6-4,190,"July 29, 1979",United States,6,"Meridian Community College, Shaw"
11,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",Georgia,5,
12,5,Josh Smith,PF,6-9,225,"December 5, 1985",United States,4,
13,6,Mario West,SG,6-5,210,"June 19, 1984",United States,1,Georgia Tech
14,24,Marvin Williams,SF,6-8,237,"June 19, 1986",United States,3,UNC
