,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,31,35,34,32,0.27,-0.5,-0.23,105.5,105.2,93.7,0.25,0.224,0.481,12.9,27.7,0.194,0.489,14.6,70.9,0.217,Bradley Center,485717
1,Lg Rank,19,12,17,17,17.0,25.0,20.0,13.0,16.0,3.0,26.0,17.0,17.0,4.0,12.0,22.0,16.0,5.0,25.0,20.0,,26
