,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19855,2937,6697,0.439,552,1544,0.358,2385,5153,0.463,1477,2061,0.717,1092,2563,3655,1640,579,427,1145,1712,7903
1,Team/G,,242.1,35.8,81.7,0.439,6.7,18.8,0.358,29.1,62.8,0.463,18.0,25.1,0.717,13.3,31.3,44.6,20.0,7.1,5.2,14.0,20.9,96.4
2,Lg Rank,,5,26,15,28.0,14,13,16.0,25,16,27.0,21,15,28.0,1,12,3,25,18,7,10,16,24
3,Year/Year,,-0.1%,-1.4%,0.6%,-0.009,11.7%,10.0%,0.006,-4.0%,-1.9%,-0.01,-0.5%,-3.4%,0.021,5.1%,1.3%,2.4%,-4.0%,-7.4%,21.0%,-2.7%,-3.9%,-0.4%
4,Opponent,82.0,19855,2939,6462,0.455,506,1419,0.357,2433,5043,0.482,1548,2070,0.748,814,2500,3314,1721,559,388,1092,1666,7932
5,Opponent/G,,242.1,35.8,78.8,0.455,6.2,17.3,0.357,29.7,61.5,0.482,18.9,25.2,0.748,9.9,30.5,40.4,21.0,6.8,4.7,13.3,20.3,96.7
6,Lg Rank,,5,7,5,11.0,8,8,10.0,8,10,14.0,17,16,7.0,2,13,7,9,8,14,24,19,9
7,Year/Year,,-0.1%,3.6%,2.0%,0.007,24.9%,15.3%,0.028,0.0%,-1.2%,0.006,0.6%,-1.2%,0.014,0.9%,1.6%,1.4%,4.4%,3.5%,11.2%,-12.9%,-7.6%,4.1%
