,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Cliff Alexander,PF,6-8,245,"November 16, 1995",United States,R,Kansas
1,8,Al-Farouq Aminu,SF,6-8,220,"September 21, 1990",United States,5,Wake Forest
2,5,Pat Connaughton,SG,6-5,209,"January 6, 1993",United States,R,Notre Dame
3,23,Allen Crabbe,SG,6-5,212,"April 9, 1992",United States,2,California
4,17,Ed Davis,PF,6-9,218,"June 5, 1989",United States,5,UNC
5,10,Tim Frazier,PG,6-0,170,"November 1, 1990",United States,1,Penn State
6,4,Maurice Harkless,SF,6-7,220,"May 11, 1993",United States,3,St. John's
7,9,Gerald Henderson,SG,6-5,215,"December 9, 1987",United States,6,Duke
8,35,Chris Kaman,C,7-0,265,"April 28, 1982",United States,12,Central Michigan University
9,11,Meyers Leonard,PF,7-0,260,"February 27, 1992",United States,3,Illinois
10,0,Damian Lillard,PG,6-2,195,"July 15, 1990",United States,3,Weber State
11,3,CJ McCollum,SG,6-3,190,"September 19, 1991",United States,2,Lehigh
12,44,Luis Montero,SG,6-7,185,"April 6, 1993",Dominican Republic,R,Westchester CC
13,24,Mason Plumlee,C,6-11,254,"March 5, 1990",United States,2,Duke
14,2,Brian Roberts,PG,6-1,173,"December 3, 1985",United States,3,Dayton
15,21,Noah Vonleh,PF,6-10,257,"August 24, 1995",United States,1,Indiana
