Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2020-21,20.0,DEN,NBA,PF,42,397,11.3,0.615,0.567,0.144,4.0,14.5,9.3,3.3,1.0,1.0,6.0,12.9,0.6,0.3,0.9,0.104,-0.7,-1.4,-2.1,0.0
2021-22,21.0,DEN,NBA,PF,8,90,20.7,0.644,0.444,0.278,11.0,23.5,17.2,1.8,0.0,3.1,9.0,22.1,0.2,0.1,0.3,0.167,3.7,-2.6,1.0,0.1
Career,,,NBA,,50,487,13.1,0.623,0.536,0.179,5.3,16.2,10.7,3.0,0.8,1.4,6.8,14.6,0.8,0.4,1.2,0.116,0.1,-1.6,-1.5,0.1
