,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",United States,11,Texas
1,1,Kyle Anderson,SF,6-9,230,"September 20, 1993",United States,3,UCLA
2,42,Davis Bertans,PF,6-10,225,"November 12, 1992",Latvia,1,
3,10,Matt Costello,C,6-9,245,"August 5, 1993",United States,R,Michigan State
4,11,Bryn Forbes,SG,6-2,205,"July 23, 1993",United States,1,Michigan State
5,16,Pau Gasol,C,7-0,250,"July 6, 1980",Spain,16,
6,22,Rudy Gay,PF,6-8,250,"August 17, 1986",United States,11,UConn
7,20,Manu Ginobili,SG,6-6,205,"July 28, 1977",Argentina,15,
8,14,Danny Green,SG,6-6,215,"June 22, 1987",United States,8,UNC
9,24,Darrun Hilliard,SG,6-6,205,"April 13, 1993",United States,2,Villanova
10,77,Joffrey Lauvergne,C,6-11,220,"September 30, 1991",France,3,
11,2,Kawhi Leonard,SF,6-7,225,"June 29, 1991",United States,6,San Diego State
12,8,Patty Mills,PG,6-1,180,"August 11, 1988",Australia,8,Saint Mary's
13,5,Dejounte Murray,PG,6-4,180,"September 19, 1996",United States,1,Washington
14,9,Tony Parker,PG,6-2,185,"May 17, 1982",Belgium,16,
15,3,Brandon Paul,SG,6-4,200,"April 30, 1991",United States,R,Illinois
16,4,Derrick White,PG,6-4,190,"July 2, 1994",United States,R,"Colorado-Colorado Springs, Colorado"
