,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,34,Ray Allen,SG,6-5,205,"July 20, 1975",United States,7,UConn
1,31,Brent Barry,SG,6-6,185,"December 31, 1971",United States,8,Oregon State
2,52,Calvin Booth,C,6-11,230,"May 7, 1976",United States,4,Penn State
3,33,Antonio Daniels,PG,6-4,195,"March 19, 1975",United States,6,Bowling Green
4,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,1,Iowa
5,24,Richie Frahm,SF,6-5,210,"August 14, 1977",United States,R,Gonzaga
6,13,Jerome James,C,7-0,300,"November 17, 1975",United States,3,Florida A&M
7,7,Rashard Lewis,SF,6-10,215,"August 8, 1979",United States,5,
8,22,Ronald Murray,PG,6-4,190,"July 29, 1979",United States,1,"Meridian Community College, Shaw"
9,9,Vitaly Potapenko,C,6-10,280,"March 21, 1975",Ukraine,7,Wright State University
10,77,Vladimir Radmanovic,PF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,2,
11,8,Luke Ridnour,PG,6-2,175,"February 13, 1981",United States,R,Oregon
12,5,Ansu Sesay,SF,6-9,225,"July 29, 1976",United States,2,Ole Miss
13,35,Leon Smith,C,6-10,235,"November 2, 1980",United States,1,
