,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,40,42,41,41,-0.12,0.49,0.37,103.7,103.9,88.0,0.27,0.196,0.472,12.8,28.1,0.201,0.484,14.3,71.8,0.21,KeyArena at Seattle Center,637194
1,Lg Rank,18,12,17,17,17.0,5.0,15.0,19.0,17.0,27.0,24.0,10.0,16.0,3.0,17.0,25.0,22.0,10.0,14.0,7.0,,20
