,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,2016-17,23.0,TOT,NBA,PG,46.0,29.0,26.0,3.5,8.6,0.406,1.5,3.8,0.386,2.0,4.7,0.422,0.492,1.6,1.9,0.831,0.4,2.0,2.4,3.7,0.9,0.2,1.5,2.0,10.0
1,2016-17,23.0,BRK,NBA,PG,10.0,0.0,15.1,1.8,4.9,0.367,0.8,2.7,0.296,1.0,2.2,0.455,0.449,1.0,1.6,0.625,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,5.4
2,2016-17,23.0,DAL,NBA,PG,36.0,29.0,29.1,3.9,9.6,0.412,1.7,4.1,0.403,2.3,5.4,0.418,0.499,1.8,2.0,0.877,0.4,2.3,2.8,4.3,1.1,0.2,1.6,2.2,11.3
3,2017-18,24.0,DAL,NBA,SG,82.0,21.0,27.8,3.8,8.9,0.426,1.6,4.4,0.373,2.2,4.5,0.477,0.518,1.0,1.3,0.796,0.3,2.7,3.0,2.5,0.8,0.1,1.0,1.9,10.2
4,2018-19,25.0,SAC,NBA,PG,71.0,3.0,15.0,2.2,5.0,0.435,0.8,2.1,0.362,1.4,2.9,0.488,0.511,0.8,0.9,0.896,0.2,1.4,1.5,1.9,0.5,0.1,0.6,0.9,5.9
5,2019-20,26.0,SAC,NBA,PG,50.0,0.0,10.6,1.6,3.8,0.42,0.5,1.6,0.304,1.1,2.2,0.505,0.484,0.7,0.8,0.857,0.1,0.9,1.0,1.4,0.4,0.1,0.6,0.8,4.4
6,2020-21,27.0,TOT,NBA,PG,10.0,0.0,13.6,2.0,5.7,0.351,0.9,2.8,0.321,1.1,2.9,0.379,0.43,0.7,0.9,0.778,0.5,1.4,1.9,2.2,0.7,0.3,0.3,1.1,5.6
7,2020-21,27.0,CLE,NBA,PG,2.0,0.0,20.0,4.0,10.5,0.381,1.5,4.5,0.333,2.5,6.0,0.417,0.452,0.0,1.0,0.0,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
8,2020-21,27.0,LAC,NBA,PG,8.0,0.0,12.0,1.5,4.5,0.333,0.8,2.4,0.316,0.8,2.1,0.353,0.417,0.9,0.9,1.0,0.3,1.3,1.5,2.1,0.5,0.3,0.0,0.9,4.6
9,Career,,,NBA,,259.0,53.0,20.1,2.8,6.6,0.42,1.1,3.1,0.365,1.7,3.6,0.467,0.504,1.0,1.2,0.835,0.3,1.8,2.1,2.3,0.6,0.1,0.8,1.4,7.7
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2 seasons,,SAC,NBA,,121.0,3.0,13.2,1.9,4.5,0.43,0.6,1.9,0.342,1.3,2.6,0.494,0.502,0.8,0.9,0.881,0.2,1.1,1.3,1.7,0.4,0.1,0.6,0.8,5.3
12,2 seasons,,DAL,NBA,,118.0,50.0,28.2,3.8,9.1,0.421,1.6,4.3,0.382,2.2,4.8,0.457,0.512,1.2,1.5,0.83,0.4,2.6,2.9,3.0,0.9,0.1,1.1,2.0,10.6
13,1 season,,BRK,NBA,,10.0,0.0,15.1,1.8,4.9,0.367,0.8,2.7,0.296,1.0,2.2,0.455,0.449,1.0,1.6,0.625,0.4,0.8,1.2,1.7,0.2,0.2,1.4,1.1,5.4
14,1 season,,LAC,NBA,,8.0,0.0,12.0,1.5,4.5,0.333,0.8,2.4,0.316,0.8,2.1,0.353,0.417,0.9,0.9,1.0,0.3,1.3,1.5,2.1,0.5,0.3,0.0,0.9,4.6
15,1 season,,CLE,NBA,,2.0,0.0,20.0,4.0,10.5,0.381,1.5,4.5,0.333,2.5,6.0,0.417,0.452,0.0,1.0,0.0,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
