,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,62,20,61,21,7.51,-0.07,7.44,110.5,102.3,90.4,0.328,0.214,0.528,15.0,27.9,0.251,0.47,14.0,75.6,0.253,TD Banknorth Garden,763584
1,Lg Rank,3,28,2,2,3.0,19.0,2.0,6.0,2.0,18.0,8.0,19.0,2.0,29.0,8.0,7.0,3.0,9.0,3.0,23.0,,12
