,Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
0,2017-18,21.0,MIL,NBA,PF,22.0,71.0,10.3,0.622,0.313,0.125,3.3,13.2,8.3,6.1,2.1,1.2,19.2,13.3,0.0,0.1,0.1,0.054,-2.0,0.0,-2.0,0.0
1,2018-19,22.0,MIL,NBA,PF,48.0,882.0,10.3,0.515,0.506,0.187,5.5,19.2,12.8,7.6,0.9,1.9,10.5,14.4,0.3,1.4,1.7,0.093,-2.4,0.2,-2.2,0.0
2,2019-20,23.0,MIL,NBA,PF,37.0,363.0,8.2,0.475,0.553,0.136,3.5,20.5,12.5,9.1,0.4,1.2,12.0,18.1,-0.3,0.6,0.3,0.046,-4.1,0.1,-4.0,-0.2
3,2020-21,24.0,TOT,NBA,PF,35.0,433.0,11.5,0.511,0.518,0.149,4.8,23.2,13.7,7.9,1.2,3.3,10.9,19.7,-0.2,0.5,0.3,0.032,-2.8,-0.7,-3.5,-0.2
4,2020-21,24.0,MIL,NBA,PF,12.0,105.0,8.4,0.49,0.651,0.047,3.1,21.3,12.5,3.7,0.4,3.4,8.4,19.1,-0.1,0.1,0.0,0.022,-3.3,-2.1,-5.4,-0.1
5,2020-21,24.0,HOU,NBA,PF,23.0,328.0,12.5,0.518,0.472,0.184,5.3,23.8,14.1,9.3,1.4,3.3,11.8,19.9,-0.1,0.3,0.2,0.036,-2.6,-0.2,-2.8,-0.1
6,Career,,,NBA,,142.0,1749.0,10.2,0.508,0.515,0.162,4.8,20.2,12.8,7.9,0.9,2.1,11.2,16.4,-0.1,2.5,2.4,0.067,-2.8,-0.1,-2.9,-0.4
7,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,4 seasons,,MIL,NBA,,119.0,1421.0,9.6,0.505,0.527,0.156,4.7,19.4,12.5,7.6,0.8,1.8,11.1,15.6,0.0,2.2,2.2,0.074,-2.9,0.0,-2.9,-0.3
9,1 season,,HOU,NBA,,23.0,328.0,12.5,0.518,0.472,0.184,5.3,23.8,14.1,9.3,1.4,3.3,11.8,19.9,-0.1,0.3,0.2,0.036,-2.6,-0.2,-2.8,-0.1
