,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19880,3193,7211,0.443,660,2021,0.327,2533,5190,0.488,1266,1678,0.754,910,2685,3595,2009,674,294,1133,1738,8312
1,Team/G,,242.4,38.9,87.9,0.443,8.0,24.6,0.327,30.9,63.3,0.488,15.4,20.5,0.754,11.1,32.7,43.8,24.5,8.2,3.6,13.8,21.2,101.4
2,Lg Rank,,8,5,1,21.0,13,13,27.0,7,11,14.0,28,27,14.0,12,11,13,4,8,30,10,20,13
3,Year/Year,,0.8%,6.6%,4.8%,0.008,14.8%,16.9%,-0.006,4.6%,0.7%,0.018,-4.5%,-1.6%,-0.022,-7.1%,7.2%,3.2%,16.4%,15.4%,-14.3%,-10.2%,-0.3%,5.3%
4,Opponent,82.0,19880,3125,6943,0.45,607,1804,0.336,2518,5139,0.49,1442,1909,0.755,893,2772,3665,1798,583,431,1239,1545,8299
5,Opponent/G,,242.4,38.1,84.7,0.45,7.4,22.0,0.336,30.7,62.7,0.49,17.6,23.3,0.755,10.9,33.8,44.7,21.9,7.1,5.3,15.1,18.8,101.2
6,Lg Rank,,8,23,23,17.0,9,10,4.0,24,24,18.0,19,17,20.0,13,25,26,14,6,21,10,26,21
7,Year/Year,,0.8%,0.8%,4.0%,-0.015,12.6%,16.2%,-0.011,-1.7%,0.3%,-0.01,-4.9%,-4.2%,-0.006,2.5%,6.8%,5.7%,-0.8%,-4.3%,15.5%,6.1%,-1.2%,0.5%
