,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,3,Trevor Ariza,SF,6-8,215,"June 30, 1985",United States,4,UCLA
1,12,Shannon Brown,SG,6-4,205,"November 29, 1985",United States,2,Michigan State
2,24,Kobe Bryant,SG,6-6,212,"August 23, 1978",United States,12,
3,17,Andrew Bynum,C,7-0,285,"October 27, 1987",United States,3,
4,5,Jordan Farmar,PG,6-2,180,"November 30, 1986",United States,2,UCLA
5,2,Derek Fisher,PG,6-1,200,"August 9, 1974",United States,12,Little Rock
6,16,Pau Gasol,C,7-0,250,"July 6, 1980",Spain,7,
7,28,Didier Ilunga-Mbenga,C,7-0,245,"December 30, 1980",Congo - Kinshasa,4,
8,31,Chris Mihm,C,7-0,265,"July 16, 1979",United States,7,Texas
9,6,Adam Morrison,SF,6-8,205,"July 19, 1984",United States,1,Gonzaga
10,7,Lamar Odom,PF,6-10,220,"November 6, 1979",United States,9,Rhode Island
11,21,Josh Powell,PF,6-9,225,"January 25, 1983",United States,3,NC State
12,10,Vladimir Radmanovic,SF,6-10,227,"November 19, 1980",Bosnia & Herzegovina,7,
13,18,Sasha Vujacic,SG,6-7,195,"March 8, 1984",Slovenia,4,
14,4,Luke Walton,SF,6-8,235,"March 28, 1980",United States,5,Arizona
15,9,Sun Yue,SG,6-9,205,"November 6, 1985",China,R,
