,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19905,2976,6730,0.442,516,1471,0.351,2460,5259,0.468,1474,2000,0.737,776,2724,3500,1778,499,421,1010,1493,7942
1,Team/G,,242.7,36.3,82.1,0.442,6.3,17.9,0.351,30.0,64.1,0.468,18.0,24.4,0.737,9.5,33.2,42.7,21.7,6.1,5.1,12.3,18.2,96.9
2,Lg Rank,,6,25,21,25.0,25,27,23.0,14,8,27.0,14,11,24.0,25,7,16,16,29,8,1,1,23
3,Year/Year,,0.5%,5.4%,1.2%,0.018,10.0%,5.1%,0.016,4.5%,0.2%,0.019,-4.7%,-2.9%,-0.013,-15.4%,14.0%,5.9%,12.0%,-15.6%,-12.1%,-12.4%,-4.4%,3.7%
4,Opponent,82.0,19905,3022,6838,0.442,665,1800,0.369,2357,5038,0.468,1251,1649,0.759,785,2766,3551,1718,514,415,1090,1716,7960
5,Opponent/G,,242.7,36.9,83.4,0.442,8.1,22.0,0.369,28.7,61.4,0.468,15.3,20.1,0.759,9.6,33.7,43.3,21.0,6.3,5.1,13.3,20.9,97.1
6,Lg Rank,,6,10,16,6.0,19,16,24.0,9,15,5.0,2,2,18.0,1,28,21,9,2,21,28,9,4
7,Year/Year,,0.5%,-5.1%,1.1%,-0.029,-7.1%,-2.5%,-0.018,-4.5%,2.5%,-0.034,-6.1%,-7.6%,0.012,-19.2%,4.6%,-1.8%,-17.0%,-9.7%,-26.5%,-5.4%,-1.7%,-5.4%
