,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,15,Martynas Andriuskevicius,C,7-2,240,"March 12, 1986",Lithuania,R,
1,90,Drew Gooden,PF,6-10,250,"September 24, 1981",United States,3,Kansas
2,1,Stephen Graham,SG,6-6,215,"June 11, 1982",United States,R,"Central Florida, Oklahoma State"
3,31,Zendon Hamilton,C,6-11,250,"April 27, 1975",United States,5,St. John's
4,44,Alan Henderson,C,6-9,235,"December 2, 1972",United States,10,Indiana
5,32,Larry Hughes,SG,6-5,184,"January 23, 1979",United States,7,Saint Louis
6,11,Zydrunas Ilgauskas,C,7-3,238,"June 5, 1975",Lithuania,7,
7,33,Luke Jackson,SF,6-7,215,"November 6, 1981",United States,1,Oregon
8,23,LeBron James,SF,6-9,250,"December 30, 1984",United States,2,
9,19,Damon Jones,PG,6-3,185,"August 25, 1976",United States,7,Houston
10,24,Donyell Marshall,PF,6-9,218,"May 18, 1973",United States,11,UConn
11,2,Ronald Murray,SG,6-4,190,"July 29, 1979",United States,3,"Meridian Community College, Shaw"
12,14,Ira Newble,SG,6-7,220,"January 20, 1975",United States,5,Miami University
13,3,Sasha Pavlovic,SG,6-8,220,"November 15, 1983",Montenegro,2,
14,20,Eric Snow,PG,6-3,190,"April 24, 1973",United States,10,Michigan State
15,17,Anderson Varejao,C,6-10,273,"September 28, 1982",Brazil,1,
16,29,Mike Wilks,PG,5-10,185,"May 7, 1979",United States,3,Rice University
