,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.761,909,2969,3878,2216,610,441,1215,1732,9466
1,Team/G,,240.9,43.7,92.2,0.473,10.3,29.9,0.344,33.4,62.4,0.536,17.8,23.4,0.761,11.1,36.2,47.3,27.0,7.4,5.4,14.8,21.1,115.4
2,Lg Rank,,24,2,3,6.0,22,21,24.0,1,4,8.0,13,11,18.0,8,6,5,3,18,7,24,19,3
3,Year/Year,,-1.0%,2.3%,4.4%,-0.01,0.6%,5.9%,-0.018,2.9%,3.8%,-0.005,10.4%,11.9%,-0.01,27.7%,1.5%,6.7%,1.0%,-7.2%,-9.1%,-0.7%,10.3%,3.3%
4,Opponent,82.0,19755,3549,7610,0.466,1006,2766,0.364,2543,4844,0.525,1471,1926,0.764,898,2855,3753,2174,702,445,1113,1722,9575
5,Opponent/G,,240.9,43.3,92.8,0.466,12.3,33.7,0.364,31.0,59.1,0.525,17.9,23.5,0.764,11.0,34.8,45.8,26.5,8.6,5.4,13.6,21.0,116.8
6,Lg Rank,,24,29,28,20.0,27,26,25.0,24,25,19.0,19,19,11.0,22,16,20,29,28,23,16,13,27
7,Year/Year,,-1.0%,3.7%,0.9%,0.012,12.9%,10.2%,0.009,0.4%,-3.7%,0.022,11.7%,14.7%,-0.021,1.2%,0.4%,0.6%,11.7%,4.8%,29.4%,-6.2%,3.2%,5.8%
