,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,28,Tarik Black,C,6-9,250,"November 22, 1991",United States,2,"Memphis, Kansas"
1,3,Corey Brewer,SF,6-9,186,"March 5, 1986",United States,9,Florida
2,5,Jose Calderon,PG,6-3,200,"September 28, 1981",Spain,11,
3,6,Jordan Clarkson,SG,6-4,194,"June 7, 1992",United States,2,"Tulsa, Missouri"
4,9,Luol Deng,SF,6-9,237,"April 16, 1985",South Sudan,12,Duke
5,11,Tyler Ennis,PG,6-3,194,"August 24, 1994",Canada,2,Syracuse
6,4,Marcelo Huertas,PG,6-3,200,"May 25, 1983",Brazil,1,
7,14,Brandon Ingram,SF,6-8,190,"September 2, 1997",United States,R,Duke
8,20,Timofey Mozgov,C,7-1,275,"July 16, 1986",Russia,6,
9,7,Larry Nance,PF,6-7,245,"January 1, 1993",United States,1,Wyoming
10,10,David Nwaba,SG,6-5,219,"January 14, 1993",United States,R,Cal Poly
11,30,Julius Randle,PF,6-8,250,"November 29, 1994",United States,2,Kentucky
12,15,Thomas Robinson,PF,6-10,237,"March 17, 1991",United States,4,Kansas
13,1,D'Angelo Russell,PG,6-4,193,"February 23, 1996",United States,1,Ohio State
14,23,Lou Williams,SG,6-1,175,"October 27, 1986",United States,11,
15,37,Metta World Peace,SF,6-7,260,"November 13, 1979",United States,16,St. John's
16,0,Nick Young,SG,6-7,210,"June 1, 1985",United States,9,USC
17,40,Ivica Zubac,C,7-0,240,"March 18, 1997",Bosnia & Herzegovina,R,
