,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,35,Marvin Bagley,PF,6-11,235,"March 14, 1999",United States,2,Duke
1,40,Harrison Barnes,PF,6-8,225,"May 30, 1992",United States,8,UNC
2,8,Nemanja Bjelica,PF,6-10,234,"May 9, 1988",Serbia,5,
3,9,Terence Davis,SG,6-4,201,"May 16, 1997",United States,1,Ole Miss
4,5,De'Aaron Fox,PG,6-3,185,"December 20, 1997",United States,3,Kentucky
5,7,Kyle Guy,PG,6-1,167,"August 11, 1997",United States,1,Virginia
6,0,Tyrese Haliburton,PG,6-5,185,"February 29, 2000",United States,R,Iowa State
7,8,Maurice Harkless,PF,6-7,220,"May 11, 1993",United States,8,St. John's
8,24,Buddy Hield,SG,6-4,220,"December 17, 1992",Bahamas,4,Oklahoma
9,22,Richaun Holmes,C,6-10,235,"October 15, 1993",United States,5,Bowling Green
10,10,Justin James,SF,6-7,190,"January 24, 1997",United States,1,Wyoming
11,19,DaQuan Jeffries,SG,6-5,230,"August 30, 1997",United States,1,"Oral Roberts, Tulsa"
12,15,Damian Jones,C,6-11,245,"June 30, 1995",United States,4,Vanderbilt
13,9,Cory Joseph,PG,6-3,200,"August 20, 1991",Canada,9,Texas
14,23,Louis King,SF,6-7,205,"April 6, 1999",United States,1,Oregon
15,25,Chimezie Metu,C,6-9,225,"March 22, 1997",United States,2,USC
16,33,Jabari Parker,PF,6-8,245,"March 15, 1995",United States,6,Duke
17,31,Norvel Pelle,C,6-10,231,"February 3, 1993",Antigua & Barbuda,1,
18,3,Jahmi'us Ramsey,SG,6-3,190,"June 9, 2001",United States,R,Texas Tech
19,30,Glenn Robinson,SF,6-6,222,"January 8, 1994",United States,6,Michigan
20,30,Chris Silva,PF,6-8,234,"September 19, 1996",Gabon,1,South Carolina
21,20,Hassan Whiteside,C,7-0,265,"June 13, 1989",United States,8,Marshall
22,13,Robert Woodard,SF,6-6,235,"September 22, 1999",United States,R,Mississippi State
23,55,Delon Wright,PG,6-5,185,"April 26, 1992",United States,5,Utah
