,No.,Player,Pos,Ht,Wt,Birth Date,Unnamed: 6,Exp,College
0,5,Quincy Acy,SF,6-7,240,"October 6, 1990",United States,1,Baylor
1,15,DeMarcus Cousins,C,6-10,270,"August 13, 1990",United States,3,Kentucky
2,9,Jared Cunningham,SG,6-4,195,"May 22, 1991",United States,1,Oregon State
3,30,Reggie Evans,PF,6-8,245,"May 18, 1980",United States,11,Iowa
4,7,Jimmer Fredette,SG,6-2,195,"February 25, 1989",United States,2,BYU
5,8,Rudy Gay,SF,6-8,250,"August 17, 1986",United States,7,UConn
6,33,Aaron Gray,C,7-0,270,"December 7, 1984",United States,6,Pitt
7,42,Chuck Hayes,C,6-6,240,"June 11, 1983",United States,8,Kentucky
8,0,Orlando Johnson,SG,6-5,220,"March 11, 1989",United States,1,"Loyola Marymount, UC Santa Barbara"
9,24,Carl Landry,PF,6-9,248,"September 19, 1983",United States,6,"Vincennes University, Purdue"
10,33,Luc Mbah a Moute,SF,6-8,230,"September 9, 1986",Cameroon,5,UCLA
11,3,Ray McCallum,PG,6-3,190,"June 12, 1991",United States,R,Detroit Mercy
12,16,Ben McLemore,SG,6-3,195,"February 11, 1993",United States,R,Kansas
13,55,Hamady N'Diaye,C,7-0,235,"January 12, 1987",Senegal,2,Rutgers University
14,25,Travis Outlaw,SF,6-9,210,"September 18, 1984",United States,10,
15,9,Patrick Patterson,PF,6-8,235,"March 14, 1989",United States,3,Kentucky
16,5,John Salmons,SF,6-7,210,"December 12, 1979",United States,11,Miami (FL)
17,22,Isaiah Thomas,PG,5-9,185,"February 7, 1989",United States,2,Washington
18,34,Jason Thompson,PF,6-11,250,"July 21, 1986",United States,5,Rider University
19,23,Marcus Thornton,SG,6-4,205,"June 5, 1987",United States,4,LSU
20,10,Greivis Vasquez,PG,6-6,217,"January 16, 1987",Venezuela,3,Maryland
21,35,Royce White,PF,6-8,270,"April 10, 1991",United States,R,Iowa State
22,13,Derrick Williams,SF,6-8,240,"May 25, 1991",United States,2,Arizona
