,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,56,26,58,24,6.59,0.22,6.8,112.4,105.5,94.7,0.303,0.322,0.533,11.6,22.8,0.215,0.493,13.2,75.7,0.231,STAPLES Center,785892
1,Lg Rank,3,27,2,2,2.0,12.0,2.0,1.0,15.0,10.0,6.0,3.0,2.0,2.0,28.0,8.0,14.0,16.0,9.0,27.0,,9
