,StatType,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Team,82.0,19780,2690,6172,0.436,252,786,0.321,2438,5386,0.453,1639,2196,0.746,1103,2272,3375,1671,583,494,1365,2096,7271
1,Team/G,,241.2,32.8,75.3,0.436,3.1,9.6,0.321,29.7,65.7,0.453,20.0,26.8,0.746,13.5,27.7,41.2,20.4,7.1,6.0,16.6,25.6,88.7
2,Lg Rank,,19,27,29,17.0,28,28,27.0,15,12,20.0,4,4,20.0,5,29,22,20,24,6,27,29,27
3,Year/Year,,0.0%,-7.0%,-0.3%,-0.032,12.5%,22.6%,-0.029,-8.7%,-2.9%,-0.029,-6.3%,-6.5%,0.001,8.0%,-4.6%,-0.8%,-20.5%,-17.7%,5.8%,-0.7%,14.1%,-6.3%
4,Opponent,82.0,19780,2541,5879,0.432,415,1209,0.343,2126,4670,0.455,1874,2431,0.771,868,2131,2999,1528,666,530,1262,1999,7371
5,Opponent/G,,241.2,31.0,71.7,0.432,5.1,14.7,0.343,25.9,57.0,0.455,22.9,29.6,0.771,10.6,26.0,36.6,18.6,8.1,6.5,15.4,24.4,89.9
6,Lg Rank,,19,1,1,10.0,10,12,15.0,1,1,12.0,29,29,28.0,2,1,1,4,19,29,10,2,9
7,Year/Year,,0.0%,-7.6%,-7.4%,-0.001,-5.0%,-3.4%,-0.006,-8.1%,-8.3%,0.001,15.2%,13.4%,0.012,-14.1%,0.5%,-4.2%,-4.6%,-7.9%,24.1%,-3.3%,2.5%,-2.6%
