,StatType,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,OppeFG%,OppTOV%,DRB%,OppFT/FGA,Arena,Attendance
0,Team,49,33,46,36,1.78,-0.53,1.25,108.2,106.2,88.8,0.299,0.269,0.498,14.0,30.9,0.219,0.503,13.1,73.7,0.174,Barclays Center,704702
1,Lg Rank,8,22,10,10,10.0,28.0,12.0,8.0,17.0,28.0,7.0,7.0,14.0,21.0,3.0,8.0,20.0,24.0,12.0,2.0,,16
